emis_num,level,region,council,chfdom,school_name,town_name,phone,owner
219101231,Primary,North,makeni city council,91,Educaid Magbenteh Primary School,Magbenteh,030771432,private
219101301,JSS,North,makeni city council,91,Abbako Tech/Voc Junior Secondary School,Makeni,76773359,community
219101302,JSS,North,makeni city council,91,Alhadi Islamic Vocationaljunior Sec,Makeni,77523511,mission
219101303,JSS,North,makeni city council,91,Allison International Academy Secondary School,Makeni,077223939,private
219101304,JSS,North,makeni city council,91,Birch Memorial Junior Secondary School,Makeni,76621472,mission
219101305,JSS,North,makeni city council,91,Church Of God Of Prophecy Junior Secondary School,Makeni,76758704,community
219101306,JSS,North,makeni city council,91,Sierra Leone Muslim Brotherhood School,Makeni,77204856,mission
219101307,JSS,North,makeni city council,91,United Methodist Church Secondary School,Makeni,76764487,mission
219101308,JSS,North,makeni city council,91,Ernest Bai Koroma Islamic Secondary School,Makeni,076231246,mission
219101309,JSS,North,makeni city council,91,Al-Harrkan Islamic Secondary Junior School,Timbo,076724672,mission
219101311,JSS,North,makeni city council,91,Islaha Agricultural Junior Secondary School,Makeni,077221234,mission
219101312,JSS,North,makeni city council,91,Kankaylay Islamic Junior Secondary School,Masuba,076896020,mission
219101401,SSS,North,makeni city council,91,Alhadi Islamic Senior Secondary School,Makeni,077523511,mission
219101402,SSS,North,makeni city council,91,Birch Memorial Senior Secondary School,Makeni,76787767,mission
219101403,SSS,North,makeni city council,91,Sierra Leone Muslim Brotherhood Senior School,Makeni,077204858,mission
219101404,SSS,North,makeni city council,91,United Methodist Church Secondary School,Makeni,76764487,mission
219101405,SSS,North,makeni city council,91,Al-Harrkan Islamic Senior Secondary School Timbo,Makeni,076724672,mission
219101407,SSS,North,makeni city council,91,Oxford International Senior Secondary School,Makeni,079707387,private
219102101,Preschool,North,makeni city council,91,Kassangba Nursery School,Makeni,76869275,government
219102102,Preschool,North,makeni city council,91,Every Nation Academy Nursery School,Makeni,77412169,mission
219102103,Preschool,North,makeni city council,91,Our Lady Of Fatima Nursery Sch.,Makeni,76895925,mission
219102104,Preschool,North,makeni city council,91,Roman Catholic Holy Trinity Church Nursery School,Makeni,77226249,mission
219102106,Preschool,North,makeni city council,91,Ansarul Islamic Nursery School,Makeni Town,76909390,mission
219102107,Preschool,North,makeni city council,91,Church Of God Of Prophecy Nursery School,Makeni Town,76606113,mission
219102108,Preschool,North,makeni city council,91,Madam Alice Koroma Pre-Sch.,Teko-Karina,30488945,mission
219102109,Preschool,North,makeni city council,91,Roman Catholic Nursery School,Teko-Makeni Town,77521685,mission
219102110,Preschool,North,makeni city council,91,National Penticostal Pre School,Makeni,088971466,private
219102111,Preschool,North,makeni city council,91,Bombali District Education Committee/Red Cross Nursery Day Care,Makeni,076754570,government
219102201,Primary,North,makeni city council,91,Wesleyan Primary School,Congo Town,0765976697,community
219102202,Primary,North,makeni city council,91,Madam Alice Koroma Primary,Gbanka,77631900,mission
219102203,Primary,North,makeni city council,91,Ansarul Islamic Primary School,Makeni,76588944,mission
219102204,Primary,North,makeni city council,91,Ansarul Islamic Primary School Ii,Makeni,076836171,mission
219102205,Primary,North,makeni city council,91,Benevolent Islamic Primary,Makeni,76707128,mission
219102208,Primary,North,makeni city council,91,Our Lady Of Fatima Roman Catholic Boys 1,Makeni,76907161,community
219102209,Primary,North,makeni city council,91,Our Lady Of Fatima Primary R.C. Boys,Makeni,78917099,community
219102212,Primary,North,makeni city council,91,Saint Joseph School For The Hearing Impaired,Makeni,None,mission
219102213,Primary,North,makeni city council,91,Every Nation Academy Primary School,Makeni City,076352673,mission
219102214,Primary,North,makeni city council,91,Saint Joseph Pri. Sch. For Girls. ( Roman Catholic. Mission),Makeni Town,076862077,mission
219102215,Primary,North,makeni city council,91,Roman Catholic Primary School Patebana,Marank,077920540,mission
219102217,Primary,North,makeni city council,91,Roman Catholic Primary 2 Teko,Barracks,77870175,mission
219102220,Primary,North,makeni city council,91,Madam Alice Koroma Primary School,Teko-Karina,78351441,mission
219102222,Primary,North,makeni city council,91,Henry Dunant Primary School,Makeni,076540094,private
219102223,Primary,North,makeni city council,91,Roman Catholic Teko Service Primary,null,077939416,mission
219102227,Primary,North,makeni city council,91,Advance Orphanage Primary School,Makeni,076961310,community
219102302,JSS,North,makeni city council,91,Ansarul Islamic Junior Secondary School,Makeni,76929110,mission
219102303,JSS,North,makeni city council,91,Benevolent Islamic Junior Secondary School,Makeni,078236802,mission
219102304,JSS,North,makeni city council,91,Every Nation Academy Junior Secondary School,Makeni,076497553,mission
219102305,JSS,North,makeni city council,91,Khulafai Rashideen Islamic Junio Secondary School,Makeni,77206846,mission
219102306,JSS,North,makeni city council,91,Saint Joseph'S Junior Secondary School,Makeni,76892128,mission
219102308,JSS,North,makeni city council,91,Sylvanus Municipal Academy,Makeni,078214535,government
219102309,JSS,North,makeni city council,91,Sylvanus Memorial Community Junior Secondary School,Makeni,77564160,community
219102310,JSS,North,makeni city council,91,Tan Sri P. Alagenora Experimental Jun Sec Sch,Makeni Town,77771820,private
219102311,JSS,North,makeni city council,91,Saint Andrew'S Toko Services Junior Secondary School,Makeni,76499941,mission
219102313,JSS,North,makeni city council,91,Henry Dunant Junior Secondary,Makeni,076540094,private
219102314,JSS,North,makeni city council,91,St Joseph'S Hearing Impaired Junior Secondary School,Makeni,076880324,mission
219102401,SSS,North,makeni city council,91,Benevolent Islamic Secondary School,Makeni,76697022,mission
219102402,SSS,North,makeni city council,91,Every Nation Academy Senior Secondary School,Makeni,076497553,private
219102404,SSS,North,makeni city council,91,Tan Sri P. Alagendra Experimental Secondary School,Makeni,077771820,private
219102405,SSS,North,makeni city council,91,Ansaraul Islamic Senior Secondary,Makeni,076929110,mission
219103101,Preschool,North,makeni city council,91,Forum For Africa Women Educationalist Nursery School,Makeni,76921951,government
219103102,Preschool,North,makeni city council,91,Kankaylay Islamic Nursery School - Police Barrack,Makeni,78466366,mission
219103104,Preschool,North,makeni city council,91,Seventh Day Adventist Nursery School,Makeni,78816304,mission
219103106,Preschool,North,makeni city council,91,Baptist Model Nursery School,Makeni Town,76774701,mission
219103107,Preschool,North,makeni city council,91,Northern Polytechnic Nursery School,Makeni Town,88244533,government
219103108,Preschool,North,makeni city council,91,Saint Francis Nursery School,Makeni Town,76982158,mission
219103109,Preschool,North,makeni city council,91,Madam Zain Nursery School Ropolon Ii,Makeni,77212110,community
219103110,Preschool,North,makeni city council,91,Comfort Support And Care Pre-Primary Schoool,Makeni,76536466,community
219103111,Preschool,North,makeni city council,91,Africa Muslim Agency Nursery School,Makeni,030740290,community
219103112,Preschool,North,makeni city council,91,Sebora International Nursery School,Makeni,076564180,private
219103115,Preschool,North,makeni city council,91,Gish Elementary Nursery School,Looking Town,0778300641,private
219103201,Primary,North,makeni city council,91,Africa Muslim Agency Primary,Makeni,76407859,community
219103203,Primary,North,makeni city council,91,Baptist Model Primary School( Lower),Makeni,77784899,community
219103204,Primary,North,makeni city council,91,Emmanuel Baptist Primary Sch.,Makeni,077277488,community
219103205,Primary,North,makeni city council,91,Kankaylay Islamic Primary School,Makeni,78466366,mission
219103206,Primary,North,makeni city council,91,Model Comprehensive Academy Primary School,Makeni,76233847,mission
219103207,Primary,North,makeni city council,91,National Pentecostal Primary,Makeni,076532029,government
219103208,Primary,North,makeni city council,91,Northern Polytechnic Practicing School,Makeni,76858940,community
219103209,Primary,North,makeni city council,91,Seventh Day Adventist Primary School,Makeni,76609498,mission
219103211,Primary,North,makeni city council,91,Sierra Leone Muslim Women Benevolent Organization,Makeni,76999235,mission
219103212,Primary,North,makeni city council,91,Saint Francis Primary School,Makeni,76711758,community
219103213,Primary,North,makeni city council,91,Baptist Model Primary Lady'S Mile,Makeni Town,030128469,government
219103214,Primary,North,makeni city council,91,Forum For African Women Educaionalist Primary School For Girls,Makeni,076505852,government
219103215,Primary,North,makeni city council,91,Children Need Primary School,Ropolon Ii,76997244,community
219103216,Primary,North,makeni city council,91,Comfort Support And Care Primary School,Makeni Town,99941355,community
219103217,Primary,North,makeni city council,91,Al-Harrkan Islamic Primary School,Makeni,None,mission
219103219,Primary,North,bombali district council,2,Sebora International Primary School,Makeni,088807543,private
219103303,JSS,North,makeni city council,91,Baptist Junior Secondary School,Makeni,76527779,mission
219103304,JSS,North,makeni city council,91,Makeni Comprehensive Academy,Makeni,025363158,community
219103305,JSS,North,makeni city council,91,Saint Francis Secondary School,Makeni,76723002,mission
219103306,JSS,North,makeni city council,91,Calvin Collage Experimental Junior Secondary School Ropolon Ii,Makeni,030616073,mission
219103307,JSS,North,makeni city council,91,Al-Harrkan Islamic Secondary School,Looking Town,076327994,mission
219103402,SSS,North,makeni city council,91,Saint Francis Senior Secondary School,Makeni,76704690,mission
219103403,SSS,North,makeni city council,91,Saint Joseph'S Senior Secondary School,Makeni,76633809,government
219103404,SSS,North,makeni city council,91,Makeni Comprehensive Academy S.S.S,null,077330424,community
220101101,Preschool,North,kambia district council,1,R C Kanku Bramaia,Kanku Bramaia,030633235,mission
220101102,Preschool,North,kambia district council,1,Kambia District Council Pre-School,Gbolon,076980095,government
220101202,Primary,North,kambia district council,1,Omar Moktar Islamic Primary School,Bassia,077057973,community
220101203,Primary,North,kambia district council,1,Kambia District Education Committee (Kdec),Gbolon,76980095,government
220101204,Primary,North,kambia district council,1,Tawfiq Islamic Primary School,Gbolon,76602930,mission
220101205,Primary,North,kambia district council,1,Roman Catholic Primary School,Kamanko,099331676,mission
220101206,Primary,North,kambia district council,1,Tawfique Islamic Primary School,Kanku Bramia,78740136,community
220101207,Primary,North,kambia district council,1,Saint Victor Roman Catholic Primary School Kanku,Briamia,030633235,mission
220101209,Primary,North,kambia district council,1,Ahmadiyya Muslim Primary School,Laminia,030497560,mission
220101210,Primary,North,kambia district council,1,Kambia District Education Committee (Kdec),Shekaya,030475077,government
220101211,Primary,North,kambia district council,1,Roman Catholic Primary School,Kabaya,030813482,mission
220101212,Primary,North,kambia district council,1,Sumbu Ya-Kdc,Sumbuya,099736586,government
220101213,Primary,North,kambia district council,1,Roman Catholic Primary School,Kufuru,088106593,mission
220101214,Primary,North,kambia district council,1,Omar Moktar Islamic Primary School,null,088454978,mission
220102201,Primary,North,kambia district council,1,Omar Moktar Islamic Primary School,Fatamalaya,088903110,mission
220102202,Primary,North,kambia district council,1,Kambia District Education Committee (Kdec),Kasdonday,77290398,government
220102203,Primary,North,kambia district council,1,Saint Ann Primary School,Koboto,078002037,mission
220102204,Primary,North,kambia district council,1,Alfurkhania Islamic Primary School,Kukuna,099719054,community
220102205,Primary,North,kambia district council,1,Kambia District Council Primary School,Kukuna,76319892,government
220102206,Primary,North,kambia district council,1,Omar Mokatar Primary School,Kukuna,88856764,mission
220102208,Primary,North,kambia district council,1,Tawfoque Primary School,Kukuna,030894279,mission
220102209,Primary,North,kambia district council,1,Wesley Church Of Sierra Leone,Kukuna,088641727,mission
220102210,Primary,North,kambia district council,1,Wesleyan Church Of Sierr Leone,N'Bandia,099474815,community
220102211,Primary,North,kambia district council,1,Kambia District Education Committee,Saruya,077621926,government
220102212,Primary,North,kambia district council,1,Kambia District Education Committee Teneba,Bramaia,077862569,government
220102301,JSS,North,kambia district council,1,Omar Mokhtar Islamic Junior Secondary School,Kukuna,076590999,mission
220102302,JSS,North,kambia district council,1,Saint Mary Junior Secondary School,Kukuna,076431482,mission
220103101,Preschool,North,kambia district council,1,Kambia District Council Pre-Council School,Kukuna,088450955,government
220103201,Primary,North,kambia district council,1,Kambia District Education Committee,Barikuya,077311157,community
220103202,Primary,North,kambia district council,1,Kambia District Education Committee School (Kdec),Gberakhuray,099516472,government
220103203,Primary,North,kambia district council,1,Omar Moktar Islamic Primary School,Herimakono,088948561,mission
220103204,Primary,North,kambia district council,1,Ansarul Islamic Primary School,Kabaya,088641764,mission
220103205,Primary,North,kambia district council,1,Kambia District Education Committee,Konta,088518116,government
220103206,Primary,North,kambia district council,1,Model Junior Secondary School,Kabaya,099030427,mission
220103207,Primary,North,kambia district council,1,Sierra Leone Muslim Brotherhood Primary School (Slmb),Layadee,076766969,mission
220103208,Primary,North,kambia district council,1,Omar Mokhtarr Islamic Primary School,Sorie Manikaya,076767057,mission
220103209,Primary,North,kambia district council,1,Omar Moktar Islamic Primary School,Turaya,088700255,government
220103210,Primary,North,kambia district council,1,Omar Moktar Islamic Primary School,Forme,088330095,mission
220103211,Primary,North,kambia district council,1,Wesleyan Church Of Sierra Leone,Seduya,30233520,mission
220103212,Primary,North,kambia district council,1,Omar Moktar Islamic Primary School,Surlie,76472010,government
220103213,Primary,North,kambia district council,1,Community Islamic Primary School,null,099030427,community
220103214,Primary,North,kambia district council,1,Kambia District Education Committee Primary School,null,076995406,government
220103302,JSS,North,kambia district council,1,Ansarul Islamic Model Junior Secondary School,Kabay,099030427,mission
220201201,Primary,North,kambia district council,2,Kambia District Educational Committee School,Dares Salam,077622928,government
220201202,Primary,North,kambia district council,2,Ahmadiyya Muslim Primary School,Masiaka,099734947,mission
220201203,Primary,North,kambia district council,2,Roman Catholic Primary School,Fodaya,088061520,mission
220201204,Primary,North,kambia district council,2,Roman Catholic Primary School,Mafaray,88224134,mission
220201205,Primary,North,kambia district council,2,Community Primary School,Rogbaneh,077718879,community
220201206,Primary,North,kambia district council,2,Ahmadiyya Muslim Primary School,Rotifunk,76271082,mission
220201207,Primary,North,kambia district council,2,Ahmadiyya Muslim Primary School,Salatoke,88415798,mission
220201208,Primary,North,kambia district council,2,Ansarul Islamic Primary School,Thana,077893603,mission
220201301,JSS,North,kambia district council,2,Dares-Salam Community Secondary School,Dares-Salam,76917869,community
220201302,JSS,North,kambia district council,2,Ahmadiyya Muslim Junior Secondary School,Mafaray,077915002,mission
220202101,Preschool,North,kambia district council,2,Kambia District Pre Primary School,Rogberay,078683788,government
220202102,Preschool,North,kambia district council,2,Roman Catholic Pre Primary School,Gbalamuya,076886380,mission
220202103,Preschool,North,kambia district council,2,Kambia District Council Pre-Primary School,Thawuya,076983739,government
220202201,Primary,North,kambia district council,2,Kambia District Council Primary School,Funkudeh,078409734,government
220202202,Primary,North,kambia district council,2,Roman Catholic Primary School,Gbalamuya,088540717,mission
220202203,Primary,North,kambia district council,2,Ansarul Community Primary,Kontha,099343189,community
220202204,Primary,North,kambia district council,2,Ahmadiyya Muslim Primary School,Kumathai,099242947,mission
220202205,Primary,North,kambia district council,2,Community Primary School,Madina Layah,78560073,community
220202206,Primary,North,kambia district council,2,Kambia District Council Primary School,Malikia,077485247,government
220202207,Primary,North,kambia district council,2,Community Primary School,Masema,088952364,government
220202208,Primary,North,kambia district council,2,Ansarul Primary School,Modia,88230839,mission
220202209,Primary,North,kambia district council,2,Kambia District Council Primary School,Rogberay,78085788,government
220202210,Primary,North,kambia district council,2,Community Primary School,Royale,077906056,community
220202211,Primary,North,kambia district council,2,Kambia District Education Committee Primary School,Tawuya,78985739,government
220202212,Primary,North,kambia district council,2,Community Primary School,Yeama Labay,77642499,community
220202213,Primary,North,kambia district council,2,Kambia District Education Committee Primary School,Worreh,030724599,government
220202301,JSS,North,kambia district council,2,Tawuya Academy Junior Secondary School,Tawuya,099155513,community
220301102,Preschool,North,kambia district council,3,Islamic Da-Awah Pre Primary School,Rokupr,088872520,mission
220301103,Preschool,North,kambia district council,3,Sierra Leone Muslim Brotherhood Pre- Primary,Rokupr,088834668,mission
220301104,Preschool,North,kambia district council,3,Kambia District Education Committee/Rrs/Model Pre Primary,Rokupr,030678924,government
220301106,Preschool,North,kambia district council,3,Umar Bin Al-Khatab Islamic Pre School,null,088761908,mission
220301107,Preschool,North,kambia district council,3,K.D.C Pre Primary School,Masorie,079595104,government
220301108,Preschool,North,kambia district council,3,Holy Cross Pre Primary School,null,076919599,mission
220301201,Primary,North,kambia district council,3,Kambia District Education Committee/Rss/Model Primary School,Rokupr,030678924,government
220301202,Primary,North,kambia district council,3,Ahmadiyya Muslim Primary School,Rokupr,099399613,mission
220301203,Primary,North,kambia district council,3,Sierra Leone Appearance Primary School,Rokupr,088591602,mission
220301204,Primary,North,kambia district council,3,Islamic Da-Awah,Rokupr,088872520,mission
220301205,Primary,North,kambia district council,3,Cps Primary School,Makatic,099730456,community
220301206,Primary,North,kambia district council,3,Holy Cross Primary School,Rokupr,076919599,mission
220301207,Primary,North,kambia district council,3,Sierra Leone Muslim Brotherhood Senior Primary School,Rokupr,09907876,mission
220301208,Primary,North,kambia district council,3,Khulafai Rashideen Primary School,Rokupr,077009400,mission
220301209,Primary,North,kambia district council,3,Sierra Leone Muslim Brotherhood Primary Junior School,Rokupr,088834668,mission
220301301,JSS,North,kambia district council,3,Magbema Junior Secondary School,Rokupr,077688202,private
220301302,JSS,North,kambia district council,3,Kubra Agricultural Junior Secondary School,Rokupr,078287955,mission
220301303,JSS,North,kambia district council,3,Ahmadiyya Muslim Junior Secondary School,Rokupr,076864240,mission
220301304,JSS,North,kambia district council,3,Holy Cross Catholic Junior Secondary School,Rokupr,088802911,mission
220301401,SSS,North,kambia district council,3,Magbema Islamic Senior Secondary School,Rokupr,077688202,community
220301402,SSS,North,kambia district council,3,Ahmadiyya Muslim Senior Secondary School,Rokupr,076864240,mission
220302201,Primary,North,kambia district council,3,Ahmadiyya Muslim Primary School,Bombeh,088071248,mission
220302202,Primary,North,kambia district council,3,Children Welfare Fonkoya,Fonkoka,088660818,mission
220302203,Primary,North,kambia district council,3,Cps Gberika Gbeinkefay Community Primary School,Gberika Junction,077346130,community
220302204,Primary,North,kambia district council,3,Saint Luke Roman Catholic Primary,Gbonkomaria,077891332,mission
220302205,Primary,North,kambia district council,3,Sierra Leone Muslim Brotherhood Primary School,Gbonkomaria,088425890,mission
220302206,Primary,North,kambia district council,3,Ansarul Islamic Primary School,Kambia,76298728,mission
220302207,Primary,North,kambia district council,3,Roman Catholic Primary School,Kathekereah,077659581,mission
220302208,Primary,North,kambia district council,3,Cps Kontha Thenkel,Kontha,088586837,mission
220302209,Primary,North,kambia district council,3,Ansarul Islamic Primary School,Rothemne,088797635,mission
220302211,Primary,North,kambia district council,3,Community Primary School,Gbankfay,030793148,community
220302301,JSS,North,kambia district council,3,Gbonkomaria Community Junior Secondary School,Gbonkomaria,088228235,community
220303201,Primary,North,kambia district council,3,Badru Deen Islamic Primary,Barmoi Luma,78742803,mission
220303203,Primary,North,kambia district council,3,International Islamic Primary School,Barmoi Luma,76246611,community
220303204,Primary,North,kambia district council,3,Children Welfare Primary School,Barmoiluma,88660818,mission
220303205,Primary,North,kambia district council,3,Cps Kalangba Community Primary School,Kalangba,088056923,community
220303206,Primary,North,kambia district council,3,Roman Catholic Primary School,Kamaranka,76556590,mission
220303207,Primary,North,kambia district council,3,Movement Of Faith Primary School,Kania,088187313,mission
220303208,Primary,North,kambia district council,3,United Brethren In Christ Primary School Roponka,Koponka,76409608,mission
220303210,Primary,North,kambia district council,3,Ahmadiyya Muslim Primary School,Robat,077252631,community
220303211,Primary,North,kambia district council,3,Universal Islamic Primary School Bamoi,Luma,303599836,community
220303301,JSS,North,kambia district council,3,Children Welfare Junior Secondary School,Barmoiluma,099954081,mission
220303302,JSS,North,kambia district council,3,Immam Bashir Memorial Islamic Pri. School,Robat,088670666,mission
220303303,JSS,North,kambia district council,3,Universal Islamic Junior Secondary School,Bamoi Luma,088421994,community
220303304,JSS,North,kambia district council,3,International Islamic Junior Secondary School,Barmoi Luma,077219701,community
220303305,JSS,North,kambia district council,3,Kubra Agricultural Junior Secondary School,Magbema,030181167,community
220304101,Preschool,North,kambia district council,3,Kambia District Council Church Of The Lord Nursery,Kambia,76786414,government
220304102,Preschool,North,kambia district council,3,Amans Preparatory School,Kambia,099473352,mission
220304104,Preschool,North,kambia district council,3,Away From Home Pre School,Kambia,099850274,government
220304105,Preschool,North,kambia district council,3,Kambia District Council Pre School,Kambia,076265084,government
220304106,Preschool,North,kambia district council,3,Kambia District Council Services,Kambia,030684540,community
220304107,Preschool,North,kambia district council,3,Mariama Charm International Academy Nursery,Kambia,099128284,private
220304108,Preschool,North,kambia district council,3,Givers World Mission Pre Primary School,Kambia,088332611,mission
220304110,Preschool,North,kambia district council,3,Saint Mary Pre School,Petifu Road,30782638,private
220304111,Preschool,North,kambia district council,3,R.C Police Barracks Pre School,Kambia,0768322771,government
220304112,Preschool,North,kambia district council,3,Saint Augustine Pre School Kambia,Kambia Town,077722775,government
220304113,Preschool,North,kambia district council,3,Kindoya Pre Primary School,Kambia,077639794,private
220304114,Preschool,North,kambia district council,3,Ibrahim Sultan Memorial Pre Primary School,Kambia,088534758,private
220304201,Primary,North,kambia district council,3,Roman Catholic Police Barracks Senior Kambai 2,Kambai 2,76327241,mission
220304202,Primary,North,kambia district council,3,Ahmadiyya Muslim Primary School,Kambia,030029675,mission
220304203,Primary,North,kambia district council,3,Amans Primary School,Kambia,099473352,private
220304204,Primary,North,kambia district council,3,Givers World Mission Primary School,Kambia,088332611,private
220304205,Primary,North,kambia district council,3,Kambia District Council Junior Primary School,Kambia,76920220,government
220304206,Primary,North,kambia district council,3,Kambia District Council Church Of The Lord Primary School,Kambia,76873392,government
220304207,Primary,North,kambia district council,3,Kambia District Council Senior Primary School,Kambia,076795352,government
220304208,Primary,North,kambia district council,3,Kambia District Education Committee Services Primary School Kambia Ii,Kambia,76438356,community
220304209,Primary,North,kambia district council,3,Maria A Charm International Accademy Primary School,Kambia,76890004,private
220304210,Primary,North,kambia district council,3,Missionary Church Of Sierra Leone Primary School,Kambia,76989485,mission
220304211,Primary,North,kambia district council,3,Roman Catholic Primary School Thairay,Kambia,76225064,mission
220304212,Primary,North,kambia district council,3,Sierra Leone Muslim Brotherhood Primary,Kambia,77860934,mission
220304213,Primary,North,kambia district council,3,Sierra Leone Muslim Brotherhood Primary School,Romacca,76314373,mission
220304214,Primary,North,kambia district council,3,Omar Mokhtar Islamic Primary School,Kambia,099556347,mission
220304215,Primary,North,kambia district council,3,Roman Catholic Police Barracks Junior,Kambia,76832771,mission
220304216,Primary,North,kambia district council,3,Kindoya Preparatory School,null,088642981,private
220304217,Primary,North,kambia district council,3,Simon Jen Community Primary School,Masama,088475703,community
220304301,JSS,North,kambia district council,3,Kambia Islamic Secondary School,Kambia,088240234,community
220304302,JSS,North,kambia district council,3,Kolenten Junior Secondary School,Kambia,088175842,mission
220304303,JSS,North,kambia district council,3,Linda Koroma Girls Academy Secondary School,Kambia,78261600,government
220304304,JSS,North,kambia district council,3,Omar Moktar Islamic Junior Secondary School,Kambia,030824954,mission
220304305,JSS,North,kambia district council,3,Sierra Leone Junior Islamic Federation Secondary School,Kambia,76872728,community
220304307,JSS,North,kambia district council,3,Sunday Foundation Secondary School For Girls,Kambia,None,community
220304401,SSS,North,kambia district council,3,Kolenten Senior Secondary School,Kambia,76327182,mission
220304402,SSS,North,kambia district council,3,Sierra Leone Islamic Fedration Secondary School,Kambia,76872728,community
220305101,Preschool,North,kambia district council,3,Community Pre/ Nusery. Orphan Needy,Masorie,077302737,mission
220305201,Primary,North,kambia district council,3,Sierra Leone Muslim Brotherhood Primary School,Barmoi Lol,76589271,mission
220305202,Primary,North,kambia district council,3,Ahmadiyya Muslim Primary School,Barmoi Luma,77671661,mission
220305203,Primary,North,kambia district council,3,Sierra Leone Muslim Brotherhood Primary School,Barmoi Luma,77536541,mission
220305204,Primary,North,kambia district council,3,Umar Bin Al-Khatab Primary School Barmoi,Luma,30283004,mission
220305205,Primary,North,kambia district council,3,Sierra Leone Muslim Brotherhood Primary School,Gberika,30599340,mission
220305206,Primary,North,kambia district council,3,Ansurul Islamic Primary School,Gbom-Trait,088871590,mission
220305207,Primary,North,kambia district council,3,Sierra Leone Muslim Brotherhood Primary,Gbonkomaper Ay,88800174,mission
220305208,Primary,North,kambia district council,3,Sierra Leone Muslim Brotherhood Primary,Kaineh,88273854,mission
220305209,Primary,North,kambia district council,3,King Fahad Primary School,Karanneh,30601494,mission
220305210,Primary,North,kambia district council,3,Community Primary School Cps,Kargnulor,76500081,community
220305211,Primary,North,kambia district council,3,Ahmadiyya Muslim Primary School Lungi,Moribaya,88614823,mission
220305212,Primary,North,kambia district council,3,Saint Monica'S Roman Catholic Primary School,Maborie,076327241,mission
220305213,Primary,North,kambia district council,3,Cps Maconteh Community School,Maconteh,077931461,community
220305214,Primary,North,kambia district council,3,C.P.S Mamankie Community Primary School,Mamankie,088337011,community
220305215,Primary,North,kambia district council,3,Cps Mapaigbo Community Primary School,Mapaigbo,077900085,community
220305216,Primary,North,kambia district council,3,Ahmadiyya Muslim Primary School Maserie,Thenkle,077595885,mission
220305217,Primary,North,kambia district council,3,Kambia District Council Primary,Masorie,76412296,government
220305218,Primary,North,kambia district council,3,Kambia District Council Primary,Romeni Curve,76909006,government
220305219,Primary,North,kambia district council,3,Sierra Leone Muslim Brotherhood Primary School,Mile 18,76587512,mission
220305220,Primary,North,kambia district council,3,Cps Royeama Thenkle Community Primary Royeama,Thebkle,088187313,mission
220305221,Primary,North,kambia district council,3,Kambia District Education Committee Primary School,Tintafor,099492929,government
220305222,Primary,North,kambia district council,3,Ahmadiyya Muslim Primary School,Wulla Thenkre,099152942,mission
220305223,Primary,North,kambia district council,3,Kambia District Council Primary (Junior),Masorie,030365456,government
220305224,Primary,North,kambia district council,3,Community Primary School (Kubra Agricultural Primary School,Maboi Luma,077759601,community
220305225,Primary,North,kambia district council,3,Community Primary School (Orphan Needy),Masorie,077302737,community
220305301,JSS,North,kambia district council,3,Umar Bin Al-Khatab Junior Secondary School Barmoi,Luma,077245315,mission
220305302,JSS,North,kambia district council,3,Movement Of Faith Islamic Junior Secondary School,Masorie,07767052,mission
220305303,JSS,North,kambia district council,3,Umar Bin Al Khatab Junior Secondary School,Tintafgor,030297675,mission
220305304,JSS,North,kambia district council,3,Mpvement Of Faith Junior Sec School,Mile 18,030019864,mission
220305305,JSS,North,kambia district council,3,Paul Jenkin'S Junior Secondary School Kambia,Kambia 2,077459909,community
220305306,JSS,North,kambia district council,3,Modern Islamic Junior Secondry School Masorie,Bamoi Luma,None,community
220305401,SSS,North,kambia district council,3,Movement Of Faith Islamic Senior Secondary School/ Barmoi Luma,Masorie,076486862,mission
220306101,Preschool,North,kambia district council,3,Slmb Pre Primary School,null,077536541,mission
220306201,Primary,North,kambia district council,3,Movement Of Faith Primary School,Dibia,76416421,community
220306202,Primary,North,kambia district council,3,Kambia District Council Primary School,Kaamba,076803218,government
220306203,Primary,North,kambia district council,3,Sierra Leone Muslim Brotherhood Primary School,Koya,76176165,mission
220306204,Primary,North,kambia district council,3,Ahmadiyya Muslim Primary School,Maseneh,076483271,mission
220306205,Primary,North,kambia district council,3,Movement Of Faith Matham Primary School,Matham,088960273,mission
220306206,Primary,North,kambia district council,3,Saint Michael'S Roman Catholic Primary School,Mathuraneh,76768625,mission
220306207,Primary,North,kambia district council,3,Ahmadiyya Muslim Primary School,Modia,76513836,mission
220306208,Primary,North,kambia district council,3,Sierra Leone Muslim Brotherhood Primary School,Senthai,78868148,government
220306209,Primary,North,kambia district council,3,Umulqurah Islamic Primary School,null,088808181,mission
220306301,JSS,North,kambia district council,3,Foundation Junior Secondary School,Dibia,76578607,community
220306302,JSS,North,kambia district council,3,Evangelical Junior Secondary School,Sentaai,030632175,mission
220306303,JSS,North,kambia district council,3,International Islamic Junior Secondary School,Gbomtrait,099308290,community
220306304,JSS,North,kambia district council,3,Munazamat Al-Dawa Al-Islamia Junior Secondry School,Koya,088351141,mission
220306305,JSS,North,kambia district council,3,Success Junior Secondary School Bamoi,Luma,079932736,private
220401202,Primary,North,kambia district council,4,Roman Catholic Pri. School,Macoth,077300549,mission
220401203,Primary,North,kambia district council,4,Umar Bin Al-Katab,Macoth,77382823,mission
220401204,Primary,North,kambia district council,4,Ahmadiyya Muslim Primary,Mahera,79140596,mission
